species;code
Microcorys glabra;extratropical
Microcorys lenticularis;extratropical
Microcorys longiflora;extratropical
Microcorys longifolia;extratropical
Microcorys macredieana;extratropical
Microcorys obovata;extratropical
Microcorys pimeloides;extratropical
Microcorys purpurea;extratropical
Microcorys queenslandica;extratropical
Microcorys subcanescens;extratropical
Microcorys tenuifolia;extratropical
Microcorys virgata;extratropical
Microcorys wilsoniana;extratropical
Microdon dubius;extratropical
Microdon orbicularis;extratropical
Micromeria biflora;extratropical
Micromeria browiczii;extratropical
Micromeria cremnophila;extratropical
Micromeria cristata;extratropical
Micromeria debilis;extratropical
Micromeria douglasii;extratropical
Micromeria filiformis;extratropical
Micromeria flagellaris;tropical
Micromeria graeca;extratropical
Micromeria hispida;extratropical
Micromeria hochreutineri;extratropical
Micromeria imbricata;generalist
Micromeria inodora;extratropical
Micromeria juliana;extratropical
Micromeria macrosiphon;extratropical
Micromeria marginata;extratropical
Micromeria microphylla;extratropical
Micromeria myrtifolia;extratropical
Micromeria nervosa;extratropical
Micromeria sinaica;extratropical
Micromeria sphaerophylla;tropical
Micromeria tenuis;tropical
Micromeria varia;tropical
Microtoena delavayi;extratropical
Microtoena insuavis;generalist
Microtoena moupinensis;extratropical
Microtoena omeiensis;extratropical
Microtoena patchoulii;generalist
Microtoena praineana;extratropical
Microtoena robusta;extratropical
Microtoena stenocalyx;extratropical
Microtoena urticifolia;extratropical
Microtoena vanchingshanensis;extratropical
Millingtonia hortensis;generalist
Mimetanthe pilosa;extratropical
Mimulopsis alpina;tropical
Mimulopsis angustata;tropical
Mimulopsis arborescens;tropical
Mimulopsis catatii;tropical
Mimulopsis elliotii;tropical
Mimulopsis excellens;tropical
Mimulopsis glandulosa;tropical
Mimulopsis hildebrandtii;tropical
Mimulopsis kilimandscharica;tropical
Mimulopsis lyalliana;tropical
Mimulopsis runssorica;tropical
Mimulopsis solmsii;tropical
Mimulopsis speciosa;tropical
Mimulus alatus;extratropical
Mimulus angustatus;extratropical
Mimulus aurantiacus;extratropical
Mimulus cardinalis;extratropical
Mimulus dentatus;extratropical
Mimulus floribundus;extratropical
Mimulus gracilis;generalist
Mimulus madagascariensis;tropical
Mimulus moschatus;extratropical
Mimulus ringens;extratropical
Mimulus rubellus;extratropical
Mimulus washingtonensis;extratropical
Minthostachys acris;generalist
Minthostachys acutifolia;generalist
Minthostachys andina;extratropical
Minthostachys latifolia;generalist
Minthostachys mollis;generalist
Minthostachys ovata;generalist
Minthostachys septentrionalis;tropical
Minthostachys setosa;generalist
Minthostachys spicata;generalist
Minthostachys verticillata;extratropical
Mirandea andradenia;tropical
Mirandea grisea;extratropical
Mirandea huastecensis;extratropical
Mirandea hyssopus;generalist
Mirandea sylvatica;tropical
Misopates calycinum;extratropical
Misopates orontium;extratropical
Mitraria coccinea;extratropical
Moluccella aucheri;generalist
Moluccella laevis;extratropical
Moluccella olgae;extratropical
Moluccella spinosa;extratropical
Monarda bartlettii;tropical
Monarda bradburiana;extratropical
Monarda citriodora;extratropical
Monarda clinopodia;extratropical
Monarda clinopodioides;extratropical
Monarda didyma;extratropical
Monarda fistulosa;extratropical
Monarda fruticulosa;extratropical
Monarda humilis;extratropical
Monarda lindheimeri;extratropical
Monarda maritima;extratropical
Monarda media;extratropical
Monarda pectinata;extratropical
Monarda pringlei;extratropical
Monarda punctata;extratropical
Monarda russeliana;extratropical
Monarda stanfieldii;extratropical
Monarda viridissima;extratropical
Monardella arizonica;extratropical
Monardella australis;extratropical
Monardella beneolens;extratropical
Monardella boydii;extratropical
Monardella breweri;extratropical
Monardella candicans;extratropical
Monardella douglasii;extratropical
Monardella eremicola;extratropical
Monardella exilis;extratropical
Monardella follettii;extratropical
Monardella hypoleuca;extratropical
Monardella lagunensis;extratropical
Monardella leucocephala;extratropical
Monardella linoides;extratropical
Monardella macrantha;extratropical
Monardella mojavensis;extratropical
Monardella nana;extratropical
Monardella odoratissima;extratropical
Monardella palmeri;extratropical
Monardella pringlei;extratropical
Monardella purpurea;extratropical
Monardella saxicola;extratropical
Monardella sheltonii;extratropical
Monardella sinuata;extratropical
Monardella stebbinsii;extratropical
Monardella stoneana;extratropical
Monardella thymifolia;extratropical
Monardella undulata;extratropical
Monardella venosa;extratropical
Monardella villosa;extratropical
Monardella viminea;extratropical
Monardella viridis;extratropical
Monochasma sheareri;extratropical
Monopera micrantha;tropical
Monopera perennis;tropical
Monopyle ecuadorensis;tropical
Monopyle flava;tropical
Monopyle inaequalis;tropical
Monopyle macrocarpa;tropical
Monopyle maxonii;tropical
Monopyle paniculata;generalist
Monopyle puberula;tropical
Monopyle reflexa;tropical
Monopyle sodiroana;tropical
Monopyle subdimidiata;generalist
Monopyle subsessilis;tropical
Monothecium aristatum;tropical
Monothecium glandulosum;tropical
Monttea aphylla;extratropical
Monttea schickendantzii;extratropical
Mosla cavaleriei;extratropical
Mosla chinensis;extratropical
Mosla dianthera;extratropical
Mosla hangchowensis;extratropical
Mosla japonica;extratropical
Mosla longibracteata;extratropical
Mosla pauciflora;extratropical
Mosla scabra;extratropical
Mosla soochouensis;extratropical
Moussonia ampla;tropical
Moussonia deppeana;generalist
Moussonia elegans;tropical
Moussonia fruticosa;tropical
Moussonia hirsutissima;tropical
Moussonia rupicola;tropical
Moussonia serrulata;tropical
Moussonia skutchii;tropical
Moussonia triflora;generalist
Mulguraea asparagoides;extratropical
Mulguraea aspera;extratropical
Mulguraea cedroides;extratropical
Mulguraea echegarayi;extratropical
Mulguraea hystrix;extratropical
Mulguraea ligustrina;extratropical
Mulguraea scoparia;extratropical
Mulguraea tetragonocalyx;extratropical
Mulguraea tridens;extratropical
Myoporum laetum;extratropical
Myoporum sandwicense;tropical
Myoporum tenuifolium;extratropical
Myoporum tetrandrum;extratropical
Myxopyrum nervosum;tropical
Myxopyrum ovatum;tropical
Myxopyrum pierrei;tropical
Myxopyrum smilacifolium;tropical
Nanorrhinum acerbianum;extratropical
Nanorrhinum heterophyllum;generalist
Napeanthus andinus;tropical
Napeanthus apodemus;tropical
Napeanthus bracteatus;tropical
Napeanthus jelskii;tropical
Napeanthus macrostoma;tropical
Napeanthus primulifolius;tropical
Napeanthus reitzii;generalist
Napeanthus robustus;tropical
Napeanthus rupicola;tropical
Napeanthus subacaulis;tropical
Nashia inaguensis;tropical
Nautilocalyx aeneus;tropical
Nautilocalyx arenarius;tropical
Nautilocalyx biserrulatus;tropical
Nautilocalyx bracteatus;tropical
Nautilocalyx bryogeton;tropical
Nautilocalyx bullatus;tropical
Nautilocalyx coccineus;tropical
Nautilocalyx colombianus;tropical
Nautilocalyx colonensis;tropical
Nautilocalyx cordatus;tropical
Nautilocalyx dressleri;tropical
Nautilocalyx ecuadoranus;tropical
Nautilocalyx fasciculatus;tropical
Nautilocalyx forgetii;tropical
Nautilocalyx glandulifer;generalist
Nautilocalyx hirsutus;tropical
Nautilocalyx kohlerioides;tropical
Nautilocalyx lucianii;tropical
Nautilocalyx lynchii;tropical
Nautilocalyx mimuloides;tropical
Nautilocalyx pallidus;tropical
Nautilocalyx panamensis;tropical
Nautilocalyx pemphidius;tropical
Nautilocalyx peruvianus;tropical
Nautilocalyx picturatus;tropical
Nautilocalyx pictus;tropical
Nautilocalyx porphyrotrichus;tropical
Nautilocalyx punctatus;tropical
Nautilocalyx speciosus;tropical
Nautilocalyx villosus;tropical
Nautilocalyx vinosus;tropical
Nautilocalyx whitei;tropical
Nelsonia canescens;tropical
Nematanthus albus;tropical
Nematanthus australis;generalist
Nematanthus bradei;tropical
Nematanthus brasiliensis;generalist
Nematanthus corticola;tropical
Nematanthus crassifolius;tropical
Nematanthus fissus;tropical
Nematanthus fluminensis;generalist
Nematanthus fornix;generalist
Nematanthus fritschii;tropical
Nematanthus gregarius;tropical
Nematanthus hirtellus;tropical
Nematanthus jolyanus;tropical
Nematanthus kautskyi;tropical
Nematanthus lanceolatus;tropical
Nematanthus savannarum;tropical
Nematanthus sericeus;tropical
Nematanthus striatus;tropical
Nematanthus strigillosus;tropical
Nematanthus tessmannii;generalist
Nematanthus villosus;tropical
Nematanthus wettsteinii;generalist
Nematanthus wiehleri;tropical
Nemesia acornis;extratropical
Nemesia acuminata;extratropical
Nemesia affinis;extratropical
Nemesia albiflora;extratropical
Nemesia anfracta;extratropical
Nemesia anisocarpa;extratropical
Nemesia azurea;extratropical
Nemesia barbata;extratropical
Nemesia bicornis;extratropical
Nemesia bodkinii;extratropical
Nemesia brevicalcarata;extratropical
Nemesia calcarata;extratropical
Nemesia cheiranthus;extratropical
Nemesia cynanchifolia;extratropical
Nemesia denticulata;generalist
Nemesia diffusa;extratropical
Nemesia euryceras;extratropical
Nemesia fleckii;extratropical
Nemesia floribunda;extratropical
Nemesia fruticans;extratropical
Nemesia gracilis;extratropical
Nemesia hanoverica;extratropical
Nemesia karroensis;extratropical
Nemesia lanceolata;extratropical
Nemesia leipoldtii;extratropical
Nemesia ligulata;extratropical
Nemesia lilacina;extratropical
Nemesia linearis;extratropical
Nemesia lucida;extratropical
Nemesia macrocarpa;extratropical
Nemesia macroceras;extratropical
Nemesia maxii;extratropical
Nemesia melissifolia;extratropical
Nemesia pageae;extratropical
Nemesia picta;extratropical
Nemesia pinnata;extratropical
Nemesia platysepala;extratropical
Nemesia psammophila;extratropical
Nemesia pubescens;extratropical
Nemesia pulchella;extratropical
Nemesia saccata;extratropical
Nemesia strumosa;extratropical
Nemesia versicolor;extratropical
Nemesia violiflora;extratropical
Nemesia viscosa;extratropical
Nemesia zimbabwensis;extratropical
Neobartsia adenophylla;extratropical
Neobartsia bartsioides;generalist
Neobartsia camporum;extratropical
Neobartsia crenata;extratropical
Neobartsia crenoloba;extratropical
Neobartsia crisafullii;extratropical
Neobartsia diffusa;extratropical
Neobartsia elongata;extratropical
Neobartsia fiebrigii;generalist
Neobartsia filiformis;extratropical
Neobartsia flava;extratropical
Neobartsia glandulifera;generalist
Neobartsia inaequalis;extratropical
Neobartsia jujuyensis;extratropical
Neobartsia laniflora;extratropical
Neobartsia laticrenata;extratropical
Neobartsia melampyroides;extratropical
Neobartsia mutica;extratropical
Neobartsia orthocarpiflora;extratropical
Neobartsia patens;extratropical
Neobartsia pedicularoides;extratropical
Neobartsia peruviana;extratropical
Neobartsia pumila;extratropical
Neobartsia ramosa;extratropical
Neobartsia santolinifolia;generalist
Neobartsia stricta;extratropical
Neobartsia thiantha;extratropical
Neobartsia trichophylla;generalist
Neobartsia weberbaueri;extratropical
Neojobertia candolleana;tropical
Neojobertia mirabilis;tropical
Neomortonia nummularia;tropical
Neomortonia rosea;tropical
Neosepicaea jucunda;tropical
Neosepicaea viticoides;tropical
Neosparton aphyllum;extratropical
Neosparton ephedroides;extratropical
Neosparton patagonicum;extratropical
Nepeta agrestis;extratropical
Nepeta annua;extratropical
Nepeta apuleji;extratropical
Nepeta argolica;extratropical
Nepeta atlantica;extratropical
Nepeta azurea;generalist
Nepeta betonicifolia;extratropical
Nepeta bodeana;extratropical
Nepeta boissieri;extratropical
Nepeta caerulea;extratropical
Nepeta camphorata;extratropical
Nepeta cataria;extratropical
Nepeta ciliaris;extratropical
Nepeta clarkei;extratropical
Nepeta coerulescens;extratropical
Nepeta congesta;extratropical
Nepeta curviflora;extratropical
Nepeta cyanea;extratropical
Nepeta deflersiana;generalist
Nepeta densiflora;extratropical
Nepeta dentata;extratropical
Nepeta discolor;extratropical
Nepeta erecta;extratropical
Nepeta floccosa;extratropical
Nepeta fordii;extratropical
Nepeta glomerulosa;extratropical
Nepeta glutinosa;extratropical
Nepeta granatensis;extratropical
Nepeta grandiflora;extratropical
Nepeta heliotropifolia;extratropical
Nepeta hemsleyana;extratropical
Nepeta hindostana;extratropical
Nepeta hispanica;extratropical
Nepeta italica;extratropical
Nepeta juncea;extratropical
Nepeta kokanica;extratropical
Nepeta kotschyi;extratropical
Nepeta laevigata;extratropical
Nepeta lamiopsis;extratropical
Nepeta latifolia;extratropical
Nepeta leucolaena;extratropical
Nepeta linearis;extratropical
Nepeta longibracteata;extratropical
Nepeta macrosiphon;extratropical
Nepeta manchuriensis;extratropical
Nepeta melissifolia;extratropical
Nepeta menthoides;extratropical
Nepeta micrantha;extratropical
Nepeta multibracteata;extratropical
Nepeta multifida;extratropical
Nepeta nepetella;extratropical
Nepeta nepetoides;extratropical
Nepeta nervosa;extratropical
Nepeta nuda;extratropical
Nepeta orphanidea;extratropical
Nepeta persica;extratropical
Nepeta podostachys;extratropical
Nepeta prattii;extratropical
Nepeta pubescens;extratropical
Nepeta racemosa;extratropical
Nepeta raphanorhiza;extratropical
Nepeta rechingeri;extratropical
Nepeta rugosa;extratropical
Nepeta schiraziana;extratropical
Nepeta septemcrenata;extratropical
Nepeta sibirica;extratropical
Nepeta souliei;extratropical
Nepeta spruneri;extratropical
Nepeta stewartiana;extratropical
Nepeta subsessilis;extratropical
Nepeta supina;extratropical
Nepeta tenuiflora;extratropical
Nepeta tenuifolia;extratropical
Nepeta teucriifolia;extratropical
Nepeta tuberosa;extratropical
Nepeta ucranica;extratropical
Nepeta veitchii;extratropical
Nepeta wilsonii;extratropical
Nepeta yanthina;extratropical
Nepeta yesoensis;extratropical
Nepeta zandaensis;extratropical
Neriacanthus grandiflorus;tropical
Nesogenes euphrasioides;undetermined
Nesogenes prostrata;undetermined
Nestegis apetala;extratropical
Nestegis cunninghamii;extratropical
Nestegis lanceolata;extratropical
Nestegis montana;extratropical
Nestegis sandwicensis;tropical
Neuracanthus africanus;tropical
Neuracanthus brachystachyus;tropical
Neuracanthus pedalis;tropical
Newbouldia laevis;tropical
Newcastelia bracteosa;extratropical
Newcastelia cephalantha;extratropical
Newcastelia cladotricha;generalist
Newcastelia hexarrhena;extratropical
Newcastelia insignis;extratropical
Newcastelia interrupta;extratropical
Newcastelia roseoazurea;tropical
Newcastelia spodiotricha;generalist
Newcastelia velutina;extratropical
Niphaea mexicana;tropical
Nomopyle dodsonii;tropical
Noronhia africana;tropical
Noronhia alleizettei;tropical
Noronhia battiscombei;generalist
Noronhia boinensis;tropical
Noronhia boivinii;tropical
Noronhia brevituba;tropical
Noronhia buxifolia;tropical
Noronhia camptoneura;tropical
Noronhia candicans;tropical
Noronhia capuronii;tropical
Noronhia crassinodis;tropical
Noronhia crassiramosa;tropical
Noronhia decaryana;tropical
Noronhia densiflora;tropical
Noronhia divaricata;tropical
Noronhia emarginata;tropical
Noronhia gracilipes;tropical
Noronhia grandifolia;tropical
Noronhia humbertiana;tropical
Noronhia introversa;tropical
Noronhia jeremii;tropical
Noronhia lanceolata;tropical
Noronhia leandriana;tropical
Noronhia linearifolia;tropical
Noronhia linocerioides;tropical
Noronhia longipedicellata;tropical
Noronhia louvelii;tropical
Noronhia luteola;tropical
Noronhia mangorensis;tropical
Noronhia mannii;tropical
Noronhia mildbraedii;tropical
Noronhia myrtoides;tropical
Noronhia nilotica;tropical
Noronhia oblanceolata;tropical
Noronhia ovalifolia;tropical
Noronhia peglerae;generalist
Noronhia peracuminata;tropical
Noronhia pervilleana;tropical
Noronhia sambiranensis;tropical
Noronhia seyrigii;tropical
Noronhia tetrandra;tropical
Noronhia tubulosa;tropical
Noronhia urceolata;tropical
Noronhia verrucosa;tropical
Noronhia verticillata;tropical
Notelaea ipsviciensis;extratropical
Notelaea johnsonii;extratropical
Notelaea ligustrina;extratropical
Notelaea linearis;extratropical
Notelaea lloydii;extratropical
Notelaea longifolia;extratropical
Notelaea microcarpa;extratropical
Notelaea neglecta;extratropical
Notelaea ovata;extratropical
Notelaea punctata;generalist
Notelaea pungens;extratropical
Notelaea venosa;extratropical
Nothobartsia spicata;extratropical
Nothochelone nemorosa;extratropical
Nuttallanthus canadensis;extratropical
Nuttallanthus floridanus;extratropical
Nuttallanthus texanus;extratropical
Nuxia ambrensis;tropical
Nuxia capitata;tropical
Nuxia congesta;generalist
Nuxia coriacea;tropical
Nuxia floribunda;generalist
Nuxia glomerulata;extratropical
Nuxia gracilis;extratropical
Nuxia involucrata;tropical
Nuxia oppositifolia;generalist
Nuxia pachyphylla;tropical
Nuxia sphaerocephala;tropical
Nyctanthes arbor-tristis;generalist
Obolaria virginica;extratropical
Obtegomeria caerulescens;generalist
Ocimum africanum;generalist
Ocimum albostellatum;tropical
Ocimum americanum;generalist
Ocimum amicorum;tropical
Ocimum angustifolium;extratropical
Ocimum basilicum;generalist
Ocimum burchellianum;extratropical
Ocimum campechianum;tropical
Ocimum canescens;tropical
Ocimum carnosum;generalist
Ocimum centraliafricanum;generalist
Ocimum coddii;extratropical
Ocimum cufodontii;generalist
Ocimum dambicola;extratropical
Ocimum decumbens;tropical
Ocimum dhofarense;tropical
Ocimum ericoides;generalist
Ocimum filamentosum;generalist
Ocimum fimbriatum;tropical
Ocimum fischeri;tropical
Ocimum forsskaolii;tropical
Ocimum grandiflorum;generalist
Ocimum gratissimum;tropical
Ocimum irvinei;tropical
Ocimum kenyense;generalist
Ocimum kilimandscharicum;tropical
Ocimum labiatum;extratropical
Ocimum lamiifolium;generalist
Ocimum metallorum;generalist
Ocimum minimum;generalist
Ocimum minutiflorum;tropical
Ocimum natalense;tropical
Ocimum nudicaule;tropical
Ocimum obovatum;generalist
Ocimum ovatum;tropical
Ocimum pseudoserratum;extratropical
Ocimum pyramidatum;tropical
Ocimum serratum;extratropical
Ocimum spectabile;tropical
Ocimum spicatum;tropical
Ocimum tenuiflorum;generalist
Ocimum transamazonicum;tropical
Ocimum tubiforme;extratropical
Ocimum urundense;tropical
Ocimum vanderystii;generalist
Odontitella virgata;extratropical
Odontites bocconei;extratropical
Odontites foliosus;extratropical
Odontites hollianus;tropical
Odontites kaliformis;extratropical
Odontites linkii;extratropical
Odontites purpureus;extratropical
Odontites verna;extratropical
Odontonema albiflorum;tropical
Odontonema auriculatum;tropical
Odontonema bracteolatum;tropical
Odontonema cuspidatum;tropical
Odontonema glaberrimum;tropical
Odontonema glabrum;tropical
Odontonema hondurense;tropical
Odontonema microphyllus;tropical
Odontonema rubrum;tropical
Odontonema rutilans;tropical
Odontonema schomburgkianum;tropical
Oerstedina cerricola;tropical
Oerstedina suffrutescens;tropical
Oftia africana;extratropical
Oftia glabra;extratropical
Oftia revoluta;extratropical
Olea ambrensis;tropical
Olea borneensis;tropical
Olea brachiata;tropical
Olea capensis;generalist
Olea dioica;generalist
Olea europaea;extratropical
Olea exasperata;extratropical
Olea ferruginea;extratropical
Olea hainanensis;tropical
Olea lancea;tropical
Olea laxiflora;extratropical
Olea neriifolia;tropical
Olea paniculata;generalist
Olea parvilimba;tropical
Olea rosea;generalist
Olea rubrovenia;tropical
Olea salicifolia;generalist
Olea tsoongii;extratropical
Olea welwitschii;tropical
Olea woodiana;generalist
Olea yuennanensis;extratropical
Omphalotrix longipes;extratropical
Oocephalus argyrophyllus;tropical
Oocephalus crassifolius;tropical
Oocephalus foliosus;tropical
Oocephalus hagei;tropical
Oocephalus halimifolius;tropical
Oocephalus lacunosus;tropical
Oocephalus lythroides;tropical
Oocephalus nubicola;tropical
Oocephalus oppositiflorus;tropical
Oocephalus silvinae;tropical
Oplonia jujuyensis;generalist
Oplonia microphylla;tropical
Oplonia minor;tropical
Oplonia spinosa;tropical
Oplonia tetrasticha;tropical
Oplonia vincoides;tropical
Oreocharis amabilis;generalist
Oreocharis argyreia;extratropical
Oreocharis aurantiaca;extratropical
Oreocharis aurea;generalist
Oreocharis auricula;extratropical
Oreocharis benthamii;extratropical
Oreocharis chienii;extratropical
Oreocharis concava;extratropical
Oreocharis convexa;extratropical
Oreocharis cordatula;extratropical
Oreocharis craibii;extratropical
Oreocharis dasyantha;tropical
Oreocharis delavayi;extratropical
Oreocharis eximia;extratropical
Oreocharis flavida;tropical
Oreocharis forrestii;extratropical
Oreocharis georgei;extratropical
Oreocharis glandulosa;extratropical
Oreocharis henryana;extratropical
Oreocharis humilis;extratropical
Oreocharis lancifolia;extratropical
Oreocharis longifolia;generalist
Oreocharis magnidens;extratropical
Oreocharis maximowiczii;extratropical
Oreocharis muscicola;extratropical
Oreocharis obliqua;extratropical
Oreocharis rosthornii;extratropical
Oreocharis saxatilis;extratropical
Oreocharis sinensis;generalist
Oreocharis xiangguiensis;extratropical
Oreosolen wattii;extratropical
Origanum calcaratum;undetermined
Origanum compactum;extratropical
Origanum dayi;extratropical
Origanum dictamnus;extratropical
Origanum elongatum;extratropical
Origanum laevigatum;extratropical
Origanum majorana;generalist
Origanum microphyllum;extratropical
Origanum onites;extratropical
Origanum ramonense;extratropical
Origanum rotundifolium;extratropical
Origanum scabrum;extratropical
Origanum sipyleum;extratropical
Origanum syriacum;extratropical
Origanum vetteri;undetermined
Origanum vulgare;extratropical
Ornithoboea arachnoidea;generalist
Ornithoboea feddei;generalist
Ornithoboea wildeana;generalist
Orobanche alba;extratropical
Orobanche alsatica;extratropical
Orobanche amethystea;extratropical
Orobanche amoena;extratropical
Orobanche artemisiae-campestris;extratropical
Orobanche calendulae;extratropical
Orobanche canescens;extratropical
Orobanche caryophyllacea;extratropical
Orobanche cernua;extratropical
Orobanche clarkei;extratropical
Orobanche clausonis;extratropical
Orobanche coerulescens;extratropical
Orobanche crenata;extratropical
Orobanche densiflora;extratropical
Orobanche denudata;extratropical
Orobanche elatior;extratropical
Orobanche flava;extratropical
Orobanche foetida;extratropical
Orobanche gracilis;extratropical
Orobanche grisebachii;extratropical
Orobanche haenseleri;extratropical
Orobanche hansii;extratropical
Orobanche hederae;extratropical
Orobanche laserpitii-sileris;extratropical
Orobanche latisquama;extratropical
Orobanche lucorum;extratropical
Orobanche lutea;extratropical
Orobanche minor;extratropical
Orobanche owerinii;extratropical
Orobanche pinorum;extratropical
Orobanche pubescens;extratropical
Orobanche pycnostachya;extratropical
Orobanche rapum-genistae;extratropical
Orobanche reticulata;extratropical
Orobanche rigens;extratropical
Orobanche rubi;extratropical
Orobanche salviae;extratropical
Orobanche sanguinea;extratropical
Orobanche sinensis;extratropical
Orobanche teucrii;extratropical
Orobanche variegata;extratropical
Oroxylum indicum;generalist
Orthocarpus barbatus;extratropical
Orthocarpus bracteosus;extratropical
Orthocarpus cuspidatus;extratropical
Orthocarpus imbricatus;extratropical
Orthocarpus luteus;extratropical
Orthocarpus tenuifolius;extratropical
Orthocarpus tolmiei;extratropical
Orthosiphon allenii;generalist
Orthosiphon argenteus;tropical
Orthosiphon aristatus;tropical
Orthosiphon biflorus;tropical
Orthosiphon cladotrichos;tropical
Orthosiphon exilis;tropical
Orthosiphon ferrugineus;undetermined
Orthosiphon fruticosus;extratropical
Orthosiphon humbertii;tropical
Orthosiphon miserabilis;tropical
Orthosiphon pallidus;tropical
Orthosiphon parvifolius;generalist
Orthosiphon rotundifolius;tropical
Orthosiphon rubicundus;tropical
Orthosiphon sarmentosus;tropical
Orthosiphon schimperi;generalist
Orthosiphon thymiflorus;tropical
Orthosiphon wulfenioides;extratropical
Osmanthus americanus;extratropical
Osmanthus armatus;extratropical
Osmanthus attenuatus;extratropical
Osmanthus austrocaledonicus;tropical
Osmanthus cooperi;extratropical
Osmanthus cymosus;tropical
Osmanthus delavayi;extratropical
Osmanthus didymopetalus;tropical
Osmanthus enervius;generalist
Osmanthus fragrans;extratropical
Osmanthus gracilinervis;extratropical
Osmanthus henryi;extratropical
Osmanthus heterophyllus;extratropical
Osmanthus insularis;undetermined
Osmanthus kaoi;extratropical
Osmanthus lanceolatus;extratropical
Osmanthus marginatus;generalist
Osmanthus monticola;tropical
Osmanthus reticulatus;extratropical
Osmanthus serrulatus;extratropical
Osmanthus suavis;extratropical
Osmanthus venosus;extratropical
Otostegia fruticosa;generalist
Otostegia modesta;generalist
Otostegia tomentosa;generalist
Ourisia alpina;extratropical
Ourisia breviflora;extratropical
Ourisia chamaedrifolia;generalist
Ourisia coccinea;extratropical
Ourisia fragrans;extratropical
Ourisia microphylla;extratropical
Ourisia muscosa;extratropical
Ourisia pygmaea;extratropical
Ourisia ruellioides;extratropical
Ovieda spinosa;tropical
Oxera amicorum;tropical
Oxera baladica;tropical
Oxera balansae;tropical
Oxera brevicalyx;tropical
Oxera coriacea;tropical
Oxera coronata;tropical
Oxera crassifolia;tropical
Oxera glandulosa;tropical
Oxera gmelinoides;tropical
Oxera lehuntei;undetermined
Oxera microcalyx;tropical
Oxera neriifolia;tropical
Oxera oreophila;tropical
Oxera palmatinervia;tropical
Oxera pulchella;tropical
Oxera robusta;tropical
Oxera rugosa;tropical
Oxera sessilifolia;tropical
Oxera splendida;tropical
Oxera subverticillata;tropical
Oxera sulfurea;tropical
Pachyptera aromatica;tropical
Pachyptera erythraea;tropical
Pachyptera kerere;tropical
Pachystachys azaleiflora;generalist
Pachystachys badiospica;tropical
Pachystachys coccinea;tropical
Pachystachys cordata;tropical
Pachystachys dubiosa;tropical
Pachystachys lutea;tropical
Pachystachys ossolae;tropical
Pachystachys puberula;tropical
Pachystachys rosea;tropical
Pachystachys spicata;tropical
Pajanelia longifolia;tropical
Paliavana gracilis;tropical
Paliavana plumerioides;tropical
Paliavana prasinata;tropical
Paliavana sericiflora;tropical
Paliavana tenuiflora;tropical
Paliavana werdermannii;tropical
Pandorea baileyana;extratropical
Pandorea doratoxylon;extratropical
Pandorea floribunda;extratropical
Pandorea jasminoides;extratropical
Pandorea linearis;tropical
Pandorea montana;tropical
Pandorea nervosa;tropical
Pandorea pandorana;extratropical
Panzerina canescens;extratropical
Panzerina lanata;extratropical
Paraboea crassifolia;extratropical
Paraboea dictyoneura;extratropical
Paraboea harroviana;tropical
Paraboea havilandii;tropical
Paraboea martinii;extratropical
Paraboea multiflora;generalist
Paraboea neurophylla;generalist
Paraboea rufescens;extratropical
Paraboea sinensis;generalist
Paraboea swinhoei;generalist
Paradrymonia binata;tropical
Paradrymonia campostyla;tropical
Paradrymonia ciliosa;tropical
Paradrymonia conferta;tropical
Paradrymonia darienensis;tropical
Paradrymonia decurrens;tropical
Paradrymonia densa;tropical
Paradrymonia erythropus;tropical
Paradrymonia flava;tropical
Paradrymonia fuquaiana;generalist
Paradrymonia hypocyrta;tropical
Paradrymonia lineata;tropical
Paradrymonia longifolia;tropical
Paradrymonia macrophylla;tropical
Paradrymonia maculata;tropical
Paradrymonia metamorphophylla;tropical
Paradrymonia pedunculata;tropical
Paraphlomis albida;extratropical
Paraphlomis foliata;extratropical
Paraphlomis formosana;generalist
Paraphlomis hispida;extratropical
Paraphlomis javanica;generalist
Paraphlomis lanceolata;extratropical
Paraphlomis lancidentata;generalist
Paraphlomis oblongifolia;tropical
Paraphlomis seticalyx;extratropical
Paraphlomis tomentosocapitata;tropical
Pararuellia alata;extratropical
Pararuellia delavayana;extratropical
Pararuellia hainanensis;extratropical
Paratecoma peroba;tropical
Parentucellia latifolia;extratropical
Parmentiera aculeata;tropical
Parmentiera cereifera;tropical
Parmentiera dressleri;tropical
Parmentiera macrophylla;tropical
Parmentiera millspaughiana;tropical
Parmentiera parviflora;tropical
Parmentiera stenocarpa;tropical
Parmentiera trunciflora;tropical
Parmentiera valerii;tropical
Parodianthus capillaris;extratropical
Parodianthus ilicifolius;extratropical
Pauldopia ghorta;generalist
Paulownia elongata;extratropical
Paulownia fargesii;extratropical
Paulownia fortunei;extratropical
Paulownia kawakamii;extratropical
Paulownia taiwaniana;extratropical
Paulownia tomentosa;extratropical
Pearcea abunda;tropical
Pearcea bilabiata;generalist
Pearcea glabrata;extratropical
Pearcea hispidissima;generalist
Pearcea hypocyrtiflora;tropical
Pearcea intermedia;generalist
Pearcea pileifolia;tropical
Pearcea purpurea;generalist
Pearcea reticulata;generalist
Pearcea rhodotricha;tropical
Pearcea schimpfii;generalist
Pearcea sprucei;generalist
Pearcea strigosa;tropical
Pedalium murex;tropical
Pedicularis abrotanifolia;extratropical
Pedicularis achilleifolia;extratropical
Pedicularis alaschanica;extratropical
